"wage","gender","age","ageclass","ageclass2","emptype","hours","macroarea","region","citizenship","education"
1700,"Female",36,"35-39","35-44","Female",36,"nord","Piemonte","italian","college or more"
370,"Female",55,"55-59","55-64","Female",12,"nord","Lombardia","italian","middle school"
1330,"Male",44,"40-44","35-44","Male",40,"nord","Veneto","italian","middle school"
1300,"Male",36,"35-39","35-44","Male",40,"center","Toscana","italian","middle school"
1400,"Female",49,"45-49","45-54","Female",48,"nord","Veneto","italian","high school"
1100,"Female",27,"25-29","25-34","Female",36,"nord","Veneto","italian","middle school"
1300,"Female",35,"35-39","35-44","Female",30,"center","Toscana","italian","college or more"
3000,"Female",58,"55-59","55-64","Female",38,"nord","Lombardia","italian","college or more"
1450,"Male",46,"45-49","45-54","Male",40,"south","Basilicata","italian","middle school"
690,"Female",26,"25-29","25-34","Female",40,"south","Abruzzo","italian","middle school"
1120,"Male",21,"20-24","15-24","Male",40,"center","Toscana","italian","high school"
1100,"Male",47,"45-49","45-54","Male",50,"nord","Veneto","non-ue","college or more"
1200,"Female",43,"40-44","35-44","Female",50,"nord","Emilia Romagna","italian","middle school"
2200,"Male",45,"45-49","45-54","Male",45,"nord","Trentino alto Adige","italian","middle school"
1400,"Male",45,"45-49","45-54","Male",42,"center","Marche","italian","high school"
2000,"Male",47,"45-49","45-54","Male",40,"nord","Lombardia","italian","high school"
1900,"Male",33,"30-34","25-34","Male",40,"nord","Piemonte","italian","college or more"
2000,"Male",37,"35-39","35-44","Male",36,"south","Puglia","italian","college or more"
900,"Female",54,"50-54","45-54","Female",22,"nord","Liguria","italian","high school"
840,"Female",44,"40-44","35-44","Female",23,"nord","Emilia Romagna","italian","college or more"
1850,"Male",56,"55-59","55-64","Male",40,"nord","Valle d'Aosta","italian","professional high school"
1300,"Male",26,"25-29","25-34","Male",40,"nord","Emilia Romagna","italian","high school"
1600,"Female",61,"60-64","55-64","Female",36,"south","Sicilia","italian","college or more"
1700,"Male",46,"45-49","45-54","Male",36,"south","Puglia","italian","high school"
2600,"Male",53,"50-54","45-54","Male",38,"nord","Veneto","italian","college or more"
290,"Male",22,"20-24","15-24","Male",20,"south","Sicilia","italian","high school"
1700,"Male",50,"50-54","45-54","Male",40,"nord","Lombardia","italian","middle school"
1600,"Female",50,"50-54","45-54","Female",40,"south","Campania","italian","college or more"
850,"Female",27,"25-29","25-34","Female",24,"center","Lazio","italian","college or more"
1060,"Female",62,"60-64","55-64","Female",36,"center","Lazio","italian","high school"
1170,"Male",51,"50-54","45-54","Male",36,"south","Abruzzo","italian","professional high school"
1400,"Male",40,"40-44","35-44","Male",39,"center","Toscana","italian","high school"
650,"Female",57,"55-59","55-64","Female",45,"south","Puglia","non-ue","middle school"
1200,"Male",34,"30-34","25-34","Male",40,"nord","Emilia Romagna","italian","high school"
1300,"Male",35,"35-39","35-44","Male",40,"nord","Liguria","italian","high school"
2300,"Male",54,"50-54","45-54","Male",40,"nord","Lombardia","italian","high school"
1400,"Male",51,"50-54","45-54","Male",40,"nord","Liguria","italian","professional high school"
900,"Male",33,"30-34","25-34","Male",36,"nord","Friuli Venezia Giulia","ue","professional high school"
1430,"Male",50,"50-54","45-54","Male",36,"south","Campania","italian","high school"
1800,"Female",43,"40-44","35-44","Female",25,"nord","Liguria","italian","college or more"
850,"Female",28,"25-29","25-34","Female",19,"nord","Friuli Venezia Giulia","italian","high school"
1080,"Male",25,"25-29","25-34","Male",40,"center","Marche","italian","high school"
1800,"Male",37,"35-39","35-44","Male",36,"south","Sicilia","italian","high school"
1230,"Male",59,"55-59","55-64","Male",36,"south","Calabria","italian","high school"
1580,"Male",56,"55-59","55-64","Male",40,"nord","Piemonte","non-ue","middle school"
500,"Female",49,"45-49","45-54","Female",20,"south","Puglia","italian","middle school"
2200,"Female",57,"55-59","55-64","Female",36,"nord","Piemonte","italian","professional high school"
3000,"Male",30,"30-34","25-34","Male",40,"center","Lazio","italian","college or more"
940,"Male",58,"55-59","55-64","Male",48,"south","Calabria","ue","middle school"
1900,"Female",49,"45-49","45-54","Female",38,"center","Toscana","italian","high school"
800,"Female",43,"40-44","35-44","Female",20,"south","Basilicata","italian","high school"
1600,"Male",45,"45-49","45-54","Male",44,"center","Lazio","italian","elementary school"
720,"Female",29,"25-29","25-34","Female",40,"nord","Piemonte","italian","college or more"
1700,"Female",59,"55-59","55-64","Female",40,"center","Marche","italian","college or more"
780,"Female",47,"45-49","45-54","Female",18,"nord","Veneto","italian","professional high school"
750,"Female",30,"30-34","25-34","Female",20,"center","Umbria","italian","college or more"
1400,"Female",45,"45-49","45-54","Female",40,"nord","Friuli Venezia Giulia","italian","high school"
1160,"Male",37,"35-39","35-44","Male",35,"south","Puglia","italian","high school"
1000,"Male",29,"25-29","25-34","Male",30,"nord","Piemonte","italian","high school"
450,"Female",43,"40-44","35-44","Female",20,"nord","Liguria","italian","professional high school"
1700,"Female",43,"40-44","35-44","Female",40,"nord","Valle d'Aosta","italian","college or more"
330,"Female",35,"35-39","35-44","Female",10,"nord","Piemonte","italian","high school"
290,"Female",51,"50-54","45-54","Female",9,"nord","Lombardia","non-ue","middle school"
1400,"Male",44,"40-44","35-44","Male",40,"center","Umbria","italian","middle school"
610,"Female",43,"40-44","35-44","Female",20,"center","Umbria","ue","high school"
1700,"Female",52,"50-54","45-54","Female",18,"nord","Liguria","italian","college or more"
830,"Male",33,"30-34","25-34","Male",35,"south","Campania","italian","high school"
1900,"Male",31,"30-34","25-34","Male",45,"nord","Friuli Venezia Giulia","italian","college or more"
1640,"Female",45,"45-49","45-54","Female",40,"nord","Emilia Romagna","italian","high school"
3000,"Male",50,"50-54","45-54","Male",40,"nord","Lombardia","italian","college or more"
1130,"Female",48,"45-49","45-54","Female",40,"nord","Lombardia","italian","middle school"
1300,"Female",33,"30-34","25-34","Female",36,"nord","Emilia Romagna","non-ue","college or more"
2420,"Male",51,"50-54","45-54","Male",44,"south","Puglia","italian","college or more"
1510,"Male",52,"50-54","45-54","Male",36,"nord","Friuli Venezia Giulia","italian","college or more"
1410,"Male",49,"45-49","45-54","Male",40,"center","Toscana","italian","middle school"
3000,"Male",55,"55-59","55-64","Male",40,"nord","Friuli Venezia Giulia","italian","college or more"
1140,"Male",23,"20-24","15-24","Male",40,"center","Marche","italian","college or more"
1300,"Female",46,"45-49","45-54","Female",36,"nord","Veneto","ue","college or more"
600,"Female",47,"45-49","45-54","Female",20,"south","Abruzzo","italian","middle school"
1210,"Female",57,"55-59","55-64","Female",25,"nord","Emilia Romagna","italian","high school"
700,"Male",51,"50-54","45-54","Male",40,"nord","Liguria","italian","middle school"
850,"Female",34,"30-34","25-34","Female",25,"south","Basilicata","italian","high school"
1200,"Female",53,"50-54","45-54","Female",40,"center","Lazio","italian","high school"
1700,"Male",47,"45-49","45-54","Male",40,"center","Umbria","italian","high school"
1920,"Male",44,"40-44","35-44","Male",40,"nord","Trentino alto Adige","non-ue","elementary school"
1350,"Female",58,"55-59","55-64","Female",40,"nord","Piemonte","italian","middle school"
500,"Female",23,"20-24","15-24","Female",14,"nord","Piemonte","italian","high school"
1610,"Male",53,"50-54","45-54","Male",45,"nord","Lombardia","italian","middle school"
1200,"Male",46,"45-49","45-54","Male",40,"nord","Piemonte","italian","middle school"
1350,"Female",36,"35-39","35-44","Female",40,"nord","Emilia Romagna","italian","middle school"
1900,"Male",42,"40-44","35-44","Male",40,"nord","Piemonte","italian","high school"
1150,"Male",54,"50-54","45-54","Male",40,"nord","Veneto","italian","middle school"
1270,"Female",40,"40-44","35-44","Female",40,"nord","Lombardia","italian","high school"
1400,"Male",56,"55-59","55-64","Male",36,"south","Calabria","italian","college or more"
3000,"Female",46,"45-49","45-54","Female",40,"nord","Trentino alto Adige","italian","college or more"
250,"Female",55,"55-59","55-64","Female",4,"south","Sardegna","italian","middle school"
1120,"Female",48,"45-49","45-54","Female",40,"center","Umbria","italian","middle school"
1930,"Female",61,"60-64","55-64","Female",18,"south","Campania","italian","college or more"
1700,"Female",37,"35-39","35-44","Female",30,"nord","Emilia Romagna","italian","high school"
1700,"Male",59,"55-59","55-64","Male",45,"nord","Lombardia","italian","elementary school"
1200,"Female",35,"35-39","35-44","Female",40,"center","Toscana","ue","college or more"
1660,"Male",56,"55-59","55-64","Male",45,"nord","Veneto","italian","middle school"
1600,"Male",36,"35-39","35-44","Male",36,"nord","Lombardia","italian","high school"
580,"Female",35,"35-39","35-44","Female",36,"south","Sicilia","italian","high school"
1300,"Male",28,"25-29","25-34","Male",40,"south","Campania","italian","high school"
1250,"Male",62,"60-64","55-64","Male",36,"south","Calabria","italian","high school"
280,"Female",51,"50-54","45-54","Female",40,"nord","Piemonte","non-ue","middle school"
1200,"Female",34,"30-34","25-34","Female",40,"center","Toscana","italian","high school"
1500,"Male",48,"45-49","45-54","Male",36,"south","Molise","italian","high school"
1350,"Female",44,"40-44","35-44","Female",18,"nord","Piemonte","italian","college or more"
1690,"Female",50,"50-54","45-54","Female",24,"south","Sicilia","italian","college or more"
350,"Female",24,"20-24","15-24","Female",12,"nord","Emilia Romagna","italian","high school"
1120,"Female",57,"55-59","55-64","Female",36,"nord","Emilia Romagna","italian","middle school"
1350,"Male",43,"40-44","35-44","Male",36,"nord","Trentino alto Adige","italian","high school"
1500,"Male",27,"25-29","25-34","Male",45,"nord","Trentino alto Adige","italian","professional high school"
1490,"Female",52,"50-54","45-54","Female",40,"nord","Lombardia","italian","high school"
1000,"Female",54,"50-54","45-54","Female",26,"nord","Trentino alto Adige","non-ue","college or more"
1400,"Male",52,"50-54","45-54","Male",36,"south","Puglia","italian","middle school"
580,"Female",59,"55-59","55-64","Female",20,"south","Puglia","italian","professional high school"
800,"Male",46,"45-49","45-54","Male",16,"south","Puglia","italian","middle school"
1080,"Male",54,"50-54","45-54","Male",36,"south","Sicilia","italian","elementary school"
1700,"Male",31,"30-34","25-34","Male",40,"nord","Lombardia","italian","high school"
2000,"Male",41,"40-44","35-44","Male",40,"south","Sicilia","italian","high school"
480,"Female",59,"55-59","55-64","Female",24,"center","Umbria","italian","middle school"
1600,"Male",32,"30-34","25-34","Male",40,"nord","Valle d'Aosta","italian","high school"
1500,"Male",37,"35-39","35-44","Male",40,"nord","Lombardia","italian","high school"
1140,"Female",49,"45-49","45-54","Female",20,"nord","Piemonte","italian","professional high school"
920,"Female",46,"45-49","45-54","Female",40,"center","Marche","italian","middle school"
1500,"Male",28,"25-29","25-34","Male",36,"center","Lazio","italian","high school"
1280,"Male",47,"45-49","45-54","Male",40,"nord","Piemonte","italian","middle school"
1840,"Male",54,"50-54","45-54","Male",40,"nord","Veneto","italian","professional high school"
1210,"Male",46,"45-49","45-54","Male",36,"south","Calabria","italian","high school"
1500,"Female",53,"50-54","45-54","Female",32,"center","Marche","italian","high school"
1200,"Male",56,"55-59","55-64","Male",48,"center","Toscana","italian","middle school"
1200,"Female",57,"55-59","55-64","Female",40,"nord","Piemonte","italian","high school"
2490,"Female",54,"50-54","45-54","Female",36,"nord","Trentino alto Adige","italian","college or more"
1530,"Female",49,"45-49","45-54","Female",36,"nord","Valle d'Aosta","italian","college or more"
1650,"Male",36,"35-39","35-44","Male",40,"south","Basilicata","italian","high school"
2520,"Male",52,"50-54","45-54","Male",38,"nord","Lombardia","italian","high school"
3000,"Male",54,"50-54","45-54","Male",40,"nord","Lombardia","italian","high school"
1200,"Female",52,"50-54","45-54","Female",24,"nord","Liguria","italian","professional high school"
1200,"Female",55,"55-59","55-64","Female",40,"nord","Piemonte","italian","middle school"
1200,"Male",54,"50-54","45-54","Male",30,"nord","Emilia Romagna","italian","middle school"
1500,"Male",50,"50-54","45-54","Male",40,"nord","Veneto","italian","middle school"
1700,"Male",58,"55-59","55-64","Male",35,"south","Campania","italian","college or more"
1500,"Male",42,"40-44","35-44","Male",40,"nord","Lombardia","italian","high school"
1100,"Male",57,"55-59","55-64","Male",36,"south","Puglia","italian","high school"
1800,"Female",44,"40-44","35-44","Female",40,"nord","Lombardia","italian","high school"
1250,"Female",37,"35-39","35-44","Female",30,"nord","Piemonte","italian","college or more"
1330,"Male",48,"45-49","45-54","Male",40,"nord","Lombardia","non-ue","middle school"
2000,"Male",51,"50-54","45-54","Male",40,"nord","Liguria","ue","middle school"
1160,"Female",64,"60-64","55-64","Female",36,"nord","Veneto","italian","middle school"
1050,"Female",37,"35-39","35-44","Female",20,"nord","Trentino alto Adige","italian","middle school"
1360,"Male",56,"55-59","55-64","Male",36,"south","Sardegna","italian","middle school"
1000,"Female",52,"50-54","45-54","Female",20,"center","Toscana","italian","high school"
1200,"Male",39,"35-39","35-44","Male",40,"south","Sicilia","italian","high school"
1330,"Male",46,"45-49","45-54","Male",40,"south","Basilicata","italian","middle school"
1720,"Male",26,"25-29","25-34","Male",40,"south","Sardegna","italian","high school"
1540,"Male",33,"30-34","25-34","Male",40,"nord","Veneto","italian","college or more"
1600,"Female",50,"50-54","45-54","Female",40,"nord","Lombardia","italian","middle school"
2500,"Male",52,"50-54","45-54","Male",40,"nord","Emilia Romagna","italian","college or more"
1500,"Male",52,"50-54","45-54","Male",36,"center","Toscana","italian","high school"
